theta,true-positive,false-alarm,miss-detection,true-negative,p-miss,p-fa,,cost,0.014883721
0.458,22,6,21,55,0.488372093,0.098360656,,0.019406786,
0.459,22,6,21,55,0.488372093,0.098360656,,0.019406786,
0.46,22,6,21,55,0.488372093,0.098360656,,0.019406786,
0.461,22,6,21,55,0.488372093,0.098360656,,0.019406786,
0.462,21,6,22,55,0.511627907,0.098360656,,0.019871902,
0.463,20,6,23,55,0.534883721,0.098360656,,0.020337019,
0.464,20,6,23,55,0.534883721,0.098360656,,0.020337019,
0.465,20,6,23,55,0.534883721,0.098360656,,0.020337019,
0.466,20,6,23,55,0.534883721,0.098360656,,0.020337019,
0.467,20,6,23,55,0.534883721,0.098360656,,0.020337019,
0.468,20,6,23,55,0.534883721,0.098360656,,0.020337019,
0.469,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.47,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.471,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.472,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.473,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.474,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.475,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.476,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.477,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.478,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.479,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.48,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.481,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.482,20,5,23,56,0.534883721,0.081967213,,0.018730461,
0.483,19,5,24,56,0.558139535,0.081967213,,0.019195578,
0.484,19,5,24,56,0.558139535,0.081967213,,0.019195578,
0.485,19,5,24,56,0.558139535,0.081967213,,0.019195578,
0.486,19,5,24,56,0.558139535,0.081967213,,0.019195578,
0.487,19,5,24,56,0.558139535,0.081967213,,0.019195578,
0.488,19,5,24,56,0.558139535,0.081967213,,0.019195578,
0.489,19,5,24,56,0.558139535,0.081967213,,0.019195578,
0.49,19,5,24,56,0.558139535,0.081967213,,0.019195578,
0.491,18,5,25,56,0.581395349,0.081967213,,0.019660694,
0.492,17,5,26,56,0.604651163,0.081967213,,0.02012581,
0.493,16,3,27,58,0.627906977,0.049180328,,0.017377812,
0.494,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.495,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.496,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.497,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.498,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.499,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.5,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.501,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.502,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.503,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.504,15,3,28,58,0.651162791,0.049180328,,0.017842928,
0.505,14,3,29,58,0.674418605,0.049180328,,0.018308044,
0.506,14,3,29,58,0.674418605,0.049180328,,0.018308044,
0.507,14,3,29,58,0.674418605,0.049180328,,0.018308044,
0.508,14,2,29,59,0.674418605,0.032786885,,0.016701487,
0.509,14,2,29,59,0.674418605,0.032786885,,0.016701487,
0.51,14,2,29,59,0.674418605,0.032786885,,0.016701487,
0.511,14,2,29,59,0.674418605,0.032786885,,0.016701487,
0.512,14,2,29,59,0.674418605,0.032786885,,0.016701487,
0.513,14,1,29,60,0.674418605,0.016393443,,0.015094929,
0.514,14,1,29,60,0.674418605,0.016393443,,0.015094929,
0.515,14,1,29,60,0.674418605,0.016393443,,0.015094929,
0.516,13,1,30,60,0.697674419,0.016393443,,0.015560046,
0.517,13,1,30,60,0.697674419,0.016393443,,0.015560046,
0.518,13,1,30,60,0.697674419,0.016393443,,0.015560046,
0.519,13,1,30,60,0.697674419,0.016393443,,0.015560046,
0.52,13,1,30,60,0.697674419,0.016393443,,0.015560046,
0.521,13,1,30,60,0.697674419,0.016393443,,0.015560046,
0.522,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.523,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.524,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.525,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.526,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.527,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.528,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.529,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.53,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.531,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.532,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.533,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.534,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.535,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.536,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.537,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.538,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.539,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.54,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.541,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.542,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.543,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.544,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.545,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.546,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.547,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.548,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.549,12,1,31,60,0.720930233,0.016393443,,0.016025162,
0.55,11,0,32,61,0.744186047,0,,0.014883721,
0.551,10,0,33,61,0.76744186,0,,0.015348837,
0.552,10,0,33,61,0.76744186,0,,0.015348837,
0.553,10,0,33,61,0.76744186,0,,0.015348837,
0.554,10,0,33,61,0.76744186,0,,0.015348837,
0.555,10,0,33,61,0.76744186,0,,0.015348837,
0.556,10,0,33,61,0.76744186,0,,0.015348837,
0.557,10,0,33,61,0.76744186,0,,0.015348837,
0.558,10,0,33,61,0.76744186,0,,0.015348837,
0.559,10,0,33,61,0.76744186,0,,0.015348837,
0.56,10,0,33,61,0.76744186,0,,0.015348837,
0.561,10,0,33,61,0.76744186,0,,0.015348837,
0.562,10,0,33,61,0.76744186,0,,0.015348837,
0.563,10,0,33,61,0.76744186,0,,0.015348837,
0.564,10,0,33,61,0.76744186,0,,0.015348837,
0.565,10,0,33,61,0.76744186,0,,0.015348837,
0.566,10,0,33,61,0.76744186,0,,0.015348837,
0.567,9,0,34,61,0.790697674,0,,0.015813953,
0.568,9,0,34,61,0.790697674,0,,0.015813953,
0.569,9,0,34,61,0.790697674,0,,0.015813953,
0.57,8,0,35,61,0.813953488,0,,0.01627907,
0.571,8,0,35,61,0.813953488,0,,0.01627907,
0.572,8,0,35,61,0.813953488,0,,0.01627907,
0.573,8,0,35,61,0.813953488,0,,0.01627907,
0.574,8,0,35,61,0.813953488,0,,0.01627907,
0.575,8,0,35,61,0.813953488,0,,0.01627907,
0.576,8,0,35,61,0.813953488,0,,0.01627907,
0.577,8,0,35,61,0.813953488,0,,0.01627907,
0.578,8,0,35,61,0.813953488,0,,0.01627907,
0.579,8,0,35,61,0.813953488,0,,0.01627907,
0.58,8,0,35,61,0.813953488,0,,0.01627907,
0.581,8,0,35,61,0.813953488,0,,0.01627907,
0.582,8,0,35,61,0.813953488,0,,0.01627907,
0.583,8,0,35,61,0.813953488,0,,0.01627907,
0.584,8,0,35,61,0.813953488,0,,0.01627907,
0.585,8,0,35,61,0.813953488,0,,0.01627907,
0.586,8,0,35,61,0.813953488,0,,0.01627907,
0.587,8,0,35,61,0.813953488,0,,0.01627907,
0.588,8,0,35,61,0.813953488,0,,0.01627907,
0.589,7,0,36,61,0.837209302,0,,0.016744186,
0.59,7,0,36,61,0.837209302,0,,0.016744186,
0.591,7,0,36,61,0.837209302,0,,0.016744186,
0.592,7,0,36,61,0.837209302,0,,0.016744186,
0.593,7,0,36,61,0.837209302,0,,0.016744186,
0.594,7,0,36,61,0.837209302,0,,0.016744186,
0.595,7,0,36,61,0.837209302,0,,0.016744186,
0.596,7,0,36,61,0.837209302,0,,0.016744186,
0.597,7,0,36,61,0.837209302,0,,0.016744186,
0.598,7,0,36,61,0.837209302,0,,0.016744186,
0.599,7,0,36,61,0.837209302,0,,0.016744186,
0.6,7,0,36,61,0.837209302,0,,0.016744186,
0.601,7,0,36,61,0.837209302,0,,0.016744186,
0.602,7,0,36,61,0.837209302,0,,0.016744186,
0.603,6,0,37,61,0.860465116,0,,0.017209302,
0.604,6,0,37,61,0.860465116,0,,0.017209302,
0.605,6,0,37,61,0.860465116,0,,0.017209302,
0.606,6,0,37,61,0.860465116,0,,0.017209302,
0.607,6,0,37,61,0.860465116,0,,0.017209302,
0.608,6,0,37,61,0.860465116,0,,0.017209302,
0.609,6,0,37,61,0.860465116,0,,0.017209302,
0.61,6,0,37,61,0.860465116,0,,0.017209302,
0.611,6,0,37,61,0.860465116,0,,0.017209302,
0.612,6,0,37,61,0.860465116,0,,0.017209302,
0.613,6,0,37,61,0.860465116,0,,0.017209302,
0.614,6,0,37,61,0.860465116,0,,0.017209302,
0.615,6,0,37,61,0.860465116,0,,0.017209302,
0.616,6,0,37,61,0.860465116,0,,0.017209302,
0.617,6,0,37,61,0.860465116,0,,0.017209302,
0.618,6,0,37,61,0.860465116,0,,0.017209302,
0.619,6,0,37,61,0.860465116,0,,0.017209302,
0.62,6,0,37,61,0.860465116,0,,0.017209302,
0.621,6,0,37,61,0.860465116,0,,0.017209302,
0.622,6,0,37,61,0.860465116,0,,0.017209302,
0.623,6,0,37,61,0.860465116,0,,0.017209302,
0.624,6,0,37,61,0.860465116,0,,0.017209302,
0.625,6,0,37,61,0.860465116,0,,0.017209302,
0.626,6,0,37,61,0.860465116,0,,0.017209302,
0.627,6,0,37,61,0.860465116,0,,0.017209302,
0.628,6,0,37,61,0.860465116,0,,0.017209302,
0.629,6,0,37,61,0.860465116,0,,0.017209302,
0.63,6,0,37,61,0.860465116,0,,0.017209302,
0.631,6,0,37,61,0.860465116,0,,0.017209302,
0.632,5,0,38,61,0.88372093,0,,0.017674419,
0.633,4,0,39,61,0.906976744,0,,0.018139535,
0.634,4,0,39,61,0.906976744,0,,0.018139535,
0.635,4,0,39,61,0.906976744,0,,0.018139535,
0.636,4,0,39,61,0.906976744,0,,0.018139535,
0.637,4,0,39,61,0.906976744,0,,0.018139535,
0.638,4,0,39,61,0.906976744,0,,0.018139535,
0.639,4,0,39,61,0.906976744,0,,0.018139535,
0.64,4,0,39,61,0.906976744,0,,0.018139535,
0.641,4,0,39,61,0.906976744,0,,0.018139535,
0.642,4,0,39,61,0.906976744,0,,0.018139535,
0.643,4,0,39,61,0.906976744,0,,0.018139535,
0.644,4,0,39,61,0.906976744,0,,0.018139535,
0.645,4,0,39,61,0.906976744,0,,0.018139535,
0.646,4,0,39,61,0.906976744,0,,0.018139535,
0.647,4,0,39,61,0.906976744,0,,0.018139535,
0.648,4,0,39,61,0.906976744,0,,0.018139535,
0.649,4,0,39,61,0.906976744,0,,0.018139535,
0.65,4,0,39,61,0.906976744,0,,0.018139535,
0.651,4,0,39,61,0.906976744,0,,0.018139535,
0.652,4,0,39,61,0.906976744,0,,0.018139535,
0.653,4,0,39,61,0.906976744,0,,0.018139535,
0.654,4,0,39,61,0.906976744,0,,0.018139535,
0.655,4,0,39,61,0.906976744,0,,0.018139535,
0.656,4,0,39,61,0.906976744,0,,0.018139535,
0.657,4,0,39,61,0.906976744,0,,0.018139535,
0.658,4,0,39,61,0.906976744,0,,0.018139535,
0.659,4,0,39,61,0.906976744,0,,0.018139535,
0.66,4,0,39,61,0.906976744,0,,0.018139535,
0.661,4,0,39,61,0.906976744,0,,0.018139535,
0.662,4,0,39,61,0.906976744,0,,0.018139535,
0.663,4,0,39,61,0.906976744,0,,0.018139535,
0.664,4,0,39,61,0.906976744,0,,0.018139535,
0.665,4,0,39,61,0.906976744,0,,0.018139535,
0.666,4,0,39,61,0.906976744,0,,0.018139535,
0.667,4,0,39,61,0.906976744,0,,0.018139535,
0.668,4,0,39,61,0.906976744,0,,0.018139535,
0.669,4,0,39,61,0.906976744,0,,0.018139535,
0.67,4,0,39,61,0.906976744,0,,0.018139535,
0.671,4,0,39,61,0.906976744,0,,0.018139535,
0.672,4,0,39,61,0.906976744,0,,0.018139535,
0.673,4,0,39,61,0.906976744,0,,0.018139535,
0.674,4,0,39,61,0.906976744,0,,0.018139535,
0.675,4,0,39,61,0.906976744,0,,0.018139535,
0.676,4,0,39,61,0.906976744,0,,0.018139535,
0.677,4,0,39,61,0.906976744,0,,0.018139535,
0.678,4,0,39,61,0.906976744,0,,0.018139535,
0.679,4,0,39,61,0.906976744,0,,0.018139535,
0.68,4,0,39,61,0.906976744,0,,0.018139535,
0.681,4,0,39,61,0.906976744,0,,0.018139535,
0.682,4,0,39,61,0.906976744,0,,0.018139535,
0.683,4,0,39,61,0.906976744,0,,0.018139535,
0.684,4,0,39,61,0.906976744,0,,0.018139535,
0.685,4,0,39,61,0.906976744,0,,0.018139535,
0.686,4,0,39,61,0.906976744,0,,0.018139535,
0.687,4,0,39,61,0.906976744,0,,0.018139535,
0.688,3,0,40,61,0.930232558,0,,0.018604651,
0.689,3,0,40,61,0.930232558,0,,0.018604651,
0.69,2,0,41,61,0.953488372,0,,0.019069767,
0.691,2,0,41,61,0.953488372,0,,0.019069767,
0.692,2,0,41,61,0.953488372,0,,0.019069767,
0.693,2,0,41,61,0.953488372,0,,0.019069767,
0.694,2,0,41,61,0.953488372,0,,0.019069767,
0.695,2,0,41,61,0.953488372,0,,0.019069767,
0.696,2,0,41,61,0.953488372,0,,0.019069767,
0.697,2,0,41,61,0.953488372,0,,0.019069767,
0.698,2,0,41,61,0.953488372,0,,0.019069767,
0.699,2,0,41,61,0.953488372,0,,0.019069767,
0.7,2,0,41,61,0.953488372,0,,0.019069767,
0.701,2,0,41,61,0.953488372,0,,0.019069767,
0.702,2,0,41,61,0.953488372,0,,0.019069767,
0.703,2,0,41,61,0.953488372,0,,0.019069767,
0.704,2,0,41,61,0.953488372,0,,0.019069767,
0.705,2,0,41,61,0.953488372,0,,0.019069767,
0.706,2,0,41,61,0.953488372,0,,0.019069767,
0.707,2,0,41,61,0.953488372,0,,0.019069767,
0.708,2,0,41,61,0.953488372,0,,0.019069767,
0.709,2,0,41,61,0.953488372,0,,0.019069767,
0.71,2,0,41,61,0.953488372,0,,0.019069767,
0.711,2,0,41,61,0.953488372,0,,0.019069767,
0.712,2,0,41,61,0.953488372,0,,0.019069767,
0.713,2,0,41,61,0.953488372,0,,0.019069767,
0.714,2,0,41,61,0.953488372,0,,0.019069767,
0.715,2,0,41,61,0.953488372,0,,0.019069767,
0.716,2,0,41,61,0.953488372,0,,0.019069767,
0.717,2,0,41,61,0.953488372,0,,0.019069767,
0.718,2,0,41,61,0.953488372,0,,0.019069767,
0.719,2,0,41,61,0.953488372,0,,0.019069767,
0.72,2,0,41,61,0.953488372,0,,0.019069767,
0.721,2,0,41,61,0.953488372,0,,0.019069767,
0.722,2,0,41,61,0.953488372,0,,0.019069767,
0.723,2,0,41,61,0.953488372,0,,0.019069767,
0.724,2,0,41,61,0.953488372,0,,0.019069767,
0.725,2,0,41,61,0.953488372,0,,0.019069767,
0.726,2,0,41,61,0.953488372,0,,0.019069767,
0.727,2,0,41,61,0.953488372,0,,0.019069767,
0.728,2,0,41,61,0.953488372,0,,0.019069767,
0.729,2,0,41,61,0.953488372,0,,0.019069767,
0.73,2,0,41,61,0.953488372,0,,0.019069767,
0.731,2,0,41,61,0.953488372,0,,0.019069767,
0.732,2,0,41,61,0.953488372,0,,0.019069767,
0.733,2,0,41,61,0.953488372,0,,0.019069767,
0.734,2,0,41,61,0.953488372,0,,0.019069767,
0.735,2,0,41,61,0.953488372,0,,0.019069767,
0.736,2,0,41,61,0.953488372,0,,0.019069767,
0.737,2,0,41,61,0.953488372,0,,0.019069767,
0.738,2,0,41,61,0.953488372,0,,0.019069767,
0.739,2,0,41,61,0.953488372,0,,0.019069767,
0.74,2,0,41,61,0.953488372,0,,0.019069767,
0.741,2,0,41,61,0.953488372,0,,0.019069767,
0.742,2,0,41,61,0.953488372,0,,0.019069767,
0.743,2,0,41,61,0.953488372,0,,0.019069767,
0.744,2,0,41,61,0.953488372,0,,0.019069767,
0.745,2,0,41,61,0.953488372,0,,0.019069767,
0.746,2,0,41,61,0.953488372,0,,0.019069767,
0.747,2,0,41,61,0.953488372,0,,0.019069767,
0.748,2,0,41,61,0.953488372,0,,0.019069767,
0.749,2,0,41,61,0.953488372,0,,0.019069767,
0.75,2,0,41,61,0.953488372,0,,0.019069767,
0.751,2,0,41,61,0.953488372,0,,0.019069767,
0.752,2,0,41,61,0.953488372,0,,0.019069767,
0.753,2,0,41,61,0.953488372,0,,0.019069767,
0.754,2,0,41,61,0.953488372,0,,0.019069767,
0.755,2,0,41,61,0.953488372,0,,0.019069767,
0.756,2,0,41,61,0.953488372,0,,0.019069767,
0.757,2,0,41,61,0.953488372,0,,0.019069767,
0.758,2,0,41,61,0.953488372,0,,0.019069767,
0.759,2,0,41,61,0.953488372,0,,0.019069767,
0.76,2,0,41,61,0.953488372,0,,0.019069767,
0.761,2,0,41,61,0.953488372,0,,0.019069767,
0.762,2,0,41,61,0.953488372,0,,0.019069767,
0.763,2,0,41,61,0.953488372,0,,0.019069767,
0.764,2,0,41,61,0.953488372,0,,0.019069767,
0.765,2,0,41,61,0.953488372,0,,0.019069767,
0.766,2,0,41,61,0.953488372,0,,0.019069767,
0.767,2,0,41,61,0.953488372,0,,0.019069767,
0.768,2,0,41,61,0.953488372,0,,0.019069767,
0.769,2,0,41,61,0.953488372,0,,0.019069767,
0.77,2,0,41,61,0.953488372,0,,0.019069767,
0.771,2,0,41,61,0.953488372,0,,0.019069767,
0.772,1,0,42,61,0.976744186,0,,0.019534884,
0.773,1,0,42,61,0.976744186,0,,0.019534884,
0.774,1,0,42,61,0.976744186,0,,0.019534884,
0.775,1,0,42,61,0.976744186,0,,0.019534884,
0.776,1,0,42,61,0.976744186,0,,0.019534884,
0.777,1,0,42,61,0.976744186,0,,0.019534884,
0.778,1,0,42,61,0.976744186,0,,0.019534884,
0.779,1,0,42,61,0.976744186,0,,0.019534884,
0.78,1,0,42,61,0.976744186,0,,0.019534884,
0.781,1,0,42,61,0.976744186,0,,0.019534884,
0.782,1,0,42,61,0.976744186,0,,0.019534884,
0.783,0,0,43,61,1,0,,0.02,
0.784,0,0,43,61,1,0,,0.02,
0.785,0,0,43,61,1,0,,0.02,
0.786,0,0,43,61,1,0,,0.02,
0.787,0,0,43,61,1,0,,0.02,
0.788,0,0,43,61,1,0,,0.02,
0.789,0,0,43,61,1,0,,0.02,
0.79,0,0,43,61,1,0,,0.02,
0.791,0,0,43,61,1,0,,0.02,
0.792,0,0,43,61,1,0,,0.02,
0.793,0,0,43,61,1,0,,0.02,
0.794,0,0,43,61,1,0,,0.02,
0.795,0,0,43,61,1,0,,0.02,
0.796,0,0,43,61,1,0,,0.02,
0.797,0,0,43,61,1,0,,0.02,
0.798,0,0,43,61,1,0,,0.02,
0.799,0,0,43,61,1,0,,0.02,
0.8,0,0,43,61,1,0,,0.02,
0.801,0,0,43,61,1,0,,0.02,
0.802,0,0,43,61,1,0,,0.02,
0.803,0,0,43,61,1,0,,0.02,
0.804,0,0,43,61,1,0,,0.02,
0.805,0,0,43,61,1,0,,0.02,
0.806,0,0,43,61,1,0,,0.02,
0.807,0,0,43,61,1,0,,0.02,
0.808,0,0,43,61,1,0,,0.02,
0.809,0,0,43,61,1,0,,0.02,
0.81,0,0,43,61,1,0,,0.02,
0.811,0,0,43,61,1,0,,0.02,
0.812,0,0,43,61,1,0,,0.02,
0.813,0,0,43,61,1,0,,0.02,
0.814,0,0,43,61,1,0,,0.02,
0.815,0,0,43,61,1,0,,0.02,
0.816,0,0,43,61,1,0,,0.02,
0.817,0,0,43,61,1,0,,0.02,
0.818,0,0,43,61,1,0,,0.02,
0.819,0,0,43,61,1,0,,0.02,
0.82,0,0,43,61,1,0,,0.02,
0.821,0,0,43,61,1,0,,0.02,
0.822,0,0,43,61,1,0,,0.02,
0.823,0,0,43,61,1,0,,0.02,
0.824,0,0,43,61,1,0,,0.02,
0.825,0,0,43,61,1,0,,0.02,
0.826,0,0,43,61,1,0,,0.02,
0.827,0,0,43,61,1,0,,0.02,
0.828,0,0,43,61,1,0,,0.02,
0.829,0,0,43,61,1,0,,0.02,
0.83,0,0,43,61,1,0,,0.02,
0.831,0,0,43,61,1,0,,0.02,
0.832,0,0,43,61,1,0,,0.02,
0.833,0,0,43,61,1,0,,0.02,
0.834,0,0,43,61,1,0,,0.02,
0.835,0,0,43,61,1,0,,0.02,
0.836,0,0,43,61,1,0,,0.02,
0.837,0,0,43,61,1,0,,0.02,
0.838,0,0,43,61,1,0,,0.02,
0.839,0,0,43,61,1,0,,0.02,
0.84,0,0,43,61,1,0,,0.02,
0.841,0,0,43,61,1,0,,0.02,
0.842,0,0,43,61,1,0,,0.02,
0.843,0,0,43,61,1,0,,0.02,
0.844,0,0,43,61,1,0,,0.02,
0.845,0,0,43,61,1,0,,0.02,
0.846,0,0,43,61,1,0,,0.02,
0.847,0,0,43,61,1,0,,0.02,
0.848,0,0,43,61,1,0,,0.02,
0.849,0,0,43,61,1,0,,0.02,
0.85,0,0,43,61,1,0,,0.02,
0.851,0,0,43,61,1,0,,0.02,
0.852,0,0,43,61,1,0,,0.02,
0.853,0,0,43,61,1,0,,0.02,
0.854,0,0,43,61,1,0,,0.02,
0.855,0,0,43,61,1,0,,0.02,
0.856,0,0,43,61,1,0,,0.02,
0.857,0,0,43,61,1,0,,0.02,
0.858,0,0,43,61,1,0,,0.02,
0.859,0,0,43,61,1,0,,0.02,
0.86,0,0,43,61,1,0,,0.02,
0.861,0,0,43,61,1,0,,0.02,
0.862,0,0,43,61,1,0,,0.02,
0.863,0,0,43,61,1,0,,0.02,
0.864,0,0,43,61,1,0,,0.02,
0.865,0,0,43,61,1,0,,0.02,
0.866,0,0,43,61,1,0,,0.02,
0.867,0,0,43,61,1,0,,0.02,
0.868,0,0,43,61,1,0,,0.02,
0.869,0,0,43,61,1,0,,0.02,
0.87,0,0,43,61,1,0,,0.02,
0.871,0,0,43,61,1,0,,0.02,
0.872,0,0,43,61,1,0,,0.02,
0.873,0,0,43,61,1,0,,0.02,
0.874,0,0,43,61,1,0,,0.02,
0.875,0,0,43,61,1,0,,0.02,
0.876,0,0,43,61,1,0,,0.02,
0.877,0,0,43,61,1,0,,0.02,
0.878,0,0,43,61,1,0,,0.02,
0.879,0,0,43,61,1,0,,0.02,
0.88,0,0,43,61,1,0,,0.02,
0.881,0,0,43,61,1,0,,0.02,
0.882,0,0,43,61,1,0,,0.02,
0.883,0,0,43,61,1,0,,0.02,
0.884,0,0,43,61,1,0,,0.02,
0.885,0,0,43,61,1,0,,0.02,
0.886,0,0,43,61,1,0,,0.02,
0.887,0,0,43,61,1,0,,0.02,
0.888,0,0,43,61,1,0,,0.02,
0.889,0,0,43,61,1,0,,0.02,
0.89,0,0,43,61,1,0,,0.02,
0.891,0,0,43,61,1,0,,0.02,
0.892,0,0,43,61,1,0,,0.02,
0.893,0,0,43,61,1,0,,0.02,
0.894,0,0,43,61,1,0,,0.02,
0.895,0,0,43,61,1,0,,0.02,
0.896,0,0,43,61,1,0,,0.02,
0.897,0,0,43,61,1,0,,0.02,
0.898,0,0,43,61,1,0,,0.02,
0.899,0,0,43,61,1,0,,0.02,
0.9,0,0,43,61,1,0,,0.02,
0.901,0,0,43,61,1,0,,0.02,
0.902,0,0,43,61,1,0,,0.02,
0.903,0,0,43,61,1,0,,0.02,
0.904,0,0,43,61,1,0,,0.02,
0.905,0,0,43,61,1,0,,0.02,
0.906,0,0,43,61,1,0,,0.02,
0.907,0,0,43,61,1,0,,0.02,
0.908,0,0,43,61,1,0,,0.02,
0.909,0,0,43,61,1,0,,0.02,
0.91,0,0,43,61,1,0,,0.02,
0.911,0,0,43,61,1,0,,0.02,
0.912,0,0,43,61,1,0,,0.02,
0.913,0,0,43,61,1,0,,0.02,
0.914,0,0,43,61,1,0,,0.02,
0.915,0,0,43,61,1,0,,0.02,
0.916,0,0,43,61,1,0,,0.02,
0.917,0,0,43,61,1,0,,0.02,
0.918,0,0,43,61,1,0,,0.02,
0.919,0,0,43,61,1,0,,0.02,
0.92,0,0,43,61,1,0,,0.02,
0.921,0,0,43,61,1,0,,0.02,
0.922,0,0,43,61,1,0,,0.02,
0.923,0,0,43,61,1,0,,0.02,
0.924,0,0,43,61,1,0,,0.02,
0.925,0,0,43,61,1,0,,0.02,
0.926,0,0,43,61,1,0,,0.02,
0.927,0,0,43,61,1,0,,0.02,
0.928,0,0,43,61,1,0,,0.02,
0.929,0,0,43,61,1,0,,0.02,
0.93,0,0,43,61,1,0,,0.02,
0.931,0,0,43,61,1,0,,0.02,
0.932,0,0,43,61,1,0,,0.02,
0.933,0,0,43,61,1,0,,0.02,
0.934,0,0,43,61,1,0,,0.02,
0.935,0,0,43,61,1,0,,0.02,
0.936,0,0,43,61,1,0,,0.02,
0.937,0,0,43,61,1,0,,0.02,
0.938,0,0,43,61,1,0,,0.02,
0.939,0,0,43,61,1,0,,0.02,
0.94,0,0,43,61,1,0,,0.02,
0.941,0,0,43,61,1,0,,0.02,
0.942,0,0,43,61,1,0,,0.02,
0.943,0,0,43,61,1,0,,0.02,
0.944,0,0,43,61,1,0,,0.02,
0.945,0,0,43,61,1,0,,0.02,
0.946,0,0,43,61,1,0,,0.02,
0.947,0,0,43,61,1,0,,0.02,
0.948,0,0,43,61,1,0,,0.02,
0.949,0,0,43,61,1,0,,0.02,
0.95,0,0,43,61,1,0,,0.02,
0.951,0,0,43,61,1,0,,0.02,
0.952,0,0,43,61,1,0,,0.02,
0.953,0,0,43,61,1,0,,0.02,
0.954,0,0,43,61,1,0,,0.02,
0.955,0,0,43,61,1,0,,0.02,
0.956,0,0,43,61,1,0,,0.02,
0.957,0,0,43,61,1,0,,0.02,
0.958,0,0,43,61,1,0,,0.02,
0.959,0,0,43,61,1,0,,0.02,
0.96,0,0,43,61,1,0,,0.02,
0.961,0,0,43,61,1,0,,0.02,
0.962,0,0,43,61,1,0,,0.02,
0.963,0,0,43,61,1,0,,0.02,
0.964,0,0,43,61,1,0,,0.02,
0.965,0,0,43,61,1,0,,0.02,
0.966,0,0,43,61,1,0,,0.02,
0.967,0,0,43,61,1,0,,0.02,
0.968,0,0,43,61,1,0,,0.02,
0.969,0,0,43,61,1,0,,0.02,
0.97,0,0,43,61,1,0,,0.02,
0.971,0,0,43,61,1,0,,0.02,
0.972,0,0,43,61,1,0,,0.02,
0.973,0,0,43,61,1,0,,0.02,
0.974,0,0,43,61,1,0,,0.02,
0.975,0,0,43,61,1,0,,0.02,
0.976,0,0,43,61,1,0,,0.02,
0.977,0,0,43,61,1,0,,0.02,
0.978,0,0,43,61,1,0,,0.02,
0.979,0,0,43,61,1,0,,0.02,
0.98,0,0,43,61,1,0,,0.02,
0.981,0,0,43,61,1,0,,0.02,
0.982,0,0,43,61,1,0,,0.02,
0.983,0,0,43,61,1,0,,0.02,
0.984,0,0,43,61,1,0,,0.02,
0.985,0,0,43,61,1,0,,0.02,
