theta,true-positive,false-alarm,miss-detection,true-negative,p-miss,p-fa,costDet
0.198,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.199,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.2,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.201,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.202,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.203,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.204,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.205,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.206,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.207,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.208,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.209,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.21,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.211,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.212,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.213,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.214,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.215,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.216,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.217,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.218,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.219,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.22,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.221,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.222,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.223,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.224,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.225,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.226,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.227,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.228,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.229,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.23,43,19,0,42,0.0,0.3114754098360656,0.030524590163934426
0.231,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.232,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.233,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.234,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.235,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.236,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.237,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.238,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.239,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.24,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.241,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.242,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.243,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.244,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.245,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.246,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.247,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.248,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.249,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.25,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.251,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.252,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.253,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.254,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.255,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.256,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.257,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.258,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.259,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.26,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.261,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.262,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.263,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.264,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.265,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.266,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.267,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.268,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.269,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.27,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.271,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.272,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.273,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.274,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.275,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.276,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.277,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.278,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.279,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.28,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.281,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.282,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.283,43,18,0,43,0.0,0.29508196721311475,0.028918032786885248
0.284,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.285,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.286,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.287,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.288,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.289,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.29,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.291,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.292,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.293,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.294,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.295,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.296,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.297,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.298,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.299,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.3,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.301,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.302,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.303,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.304,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.305,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.306,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.307,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.308,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.309,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.31,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.311,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.312,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.313,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.314,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.315,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.316,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.317,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.318,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.319,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.32,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.321,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.322,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.323,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.324,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.325,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.326,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.327,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.328,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.329,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.33,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.331,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.332,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.333,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.334,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.335,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.336,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.337,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.338,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.339,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.34,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.341,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.342,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.343,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.344,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.345,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.346,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.347,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.348,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.349,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.35,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.351,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.352,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.353,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.354,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.355,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.356,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.357,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.358,43,17,0,44,0.0,0.2786885245901639,0.027311475409836066
0.359,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.36,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.361,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.362,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.363,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.364,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.365,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.366,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.367,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.368,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.369,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.37,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.371,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.372,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.373,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.374,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.375,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.376,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.377,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.378,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.379,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.38,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.381,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.382,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.383,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.384,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.385,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.386,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.387,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.388,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.389,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.39,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.391,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.392,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.393,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.394,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.395,42,17,1,44,0.023255813953488372,0.2786885245901639,0.027776591688905835
0.396,42,16,1,45,0.023255813953488372,0.26229508196721313,0.026170034311856657
0.397,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.398,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.399,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.4,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.401,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
