theta,true-positive,false-alarm,miss-detection,true-negative,p-miss,p-fa,costDet
0.402,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.403,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.404,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.405,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.406,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.407,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.408,41,16,2,45,0.046511627906976744,0.26229508196721313,0.026635150590926422
0.409,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.41,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.411,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.412,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.413,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.414,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.415,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.416,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.417,41,15,2,46,0.046511627906976744,0.2459016393442623,0.025028593213877237
0.418,40,15,3,46,0.06976744186046512,0.2459016393442623,0.025493709492947006
0.419,40,15,3,46,0.06976744186046512,0.2459016393442623,0.025493709492947006
0.42,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.421,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.422,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.423,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.424,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.425,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.426,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.427,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.428,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.429,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.43,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.431,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.432,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.433,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.434,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.435,40,14,3,47,0.06976744186046512,0.22950819672131148,0.02388715211589783
0.436,39,14,4,47,0.09302325581395349,0.22950819672131148,0.024352268394967597
0.437,39,14,4,47,0.09302325581395349,0.22950819672131148,0.024352268394967597
0.438,39,14,4,47,0.09302325581395349,0.22950819672131148,0.024352268394967597
0.439,39,14,4,47,0.09302325581395349,0.22950819672131148,0.024352268394967597
0.44,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.441,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.442,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.443,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.444,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.445,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.446,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.447,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.448,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.449,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.45,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.451,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.452,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.453,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.454,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.455,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.456,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.457,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.458,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.459,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.46,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.461,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.462,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.463,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.464,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.465,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.466,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.467,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.468,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.469,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.47,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.471,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.472,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.473,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.474,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.475,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.476,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.477,39,13,4,48,0.09302325581395349,0.21311475409836064,0.02274571101791841
0.478,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.479,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.48,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.481,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.482,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.483,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.484,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.485,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.486,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.487,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.488,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.489,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.49,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.491,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.492,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.493,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.494,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.495,39,12,4,49,0.09302325581395349,0.19672131147540983,0.021139153640869233
0.496,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.497,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.498,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.499,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.5,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.501,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.502,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.503,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.504,38,12,5,49,0.11627906976744186,0.19672131147540983,0.021604269919939002
0.505,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.506,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.507,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.508,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.509,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.51,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.511,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.512,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.513,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.514,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.515,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.516,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.517,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.518,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.519,37,12,6,49,0.13953488372093023,0.19672131147540983,0.02206938619900877
0.52,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.521,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.522,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.523,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.524,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.525,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.526,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.527,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.528,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.529,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.53,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.531,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.532,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.533,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.534,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.535,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.536,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.537,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.538,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.539,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.54,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.541,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.542,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.543,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.544,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.545,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.546,37,11,6,50,0.13953488372093023,0.18032786885245902,0.02046282882195959
0.547,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.548,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.549,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.55,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.551,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.552,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.553,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.554,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.555,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.556,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.557,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.558,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.559,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.56,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.561,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.562,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.563,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.564,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.565,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.566,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.567,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.568,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.569,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.57,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.571,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.572,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.573,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.574,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.575,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.576,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.577,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.578,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.579,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.58,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.581,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.582,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.583,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.584,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.585,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.586,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.587,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.588,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.589,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.59,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.591,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.592,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.593,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.594,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.595,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.596,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.597,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.598,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.599,36,11,7,50,0.16279069767441862,0.18032786885245902,0.020927945101029355
0.6,35,11,8,50,0.18604651162790697,0.18032786885245902,0.021393061380099124
0.601,34,11,9,50,0.20930232558139536,0.18032786885245902,0.021858177659168893
0.602,34,11,9,50,0.20930232558139536,0.18032786885245902,0.021858177659168893
0.603,34,10,9,51,0.20930232558139536,0.16393442622950818,0.020251620282119714
0.604,34,10,9,51,0.20930232558139536,0.16393442622950818,0.020251620282119714
0.605,34,10,9,51,0.20930232558139536,0.16393442622950818,0.020251620282119714
0.606,34,10,9,51,0.20930232558139536,0.16393442622950818,0.020251620282119714
0.607,34,10,9,51,0.20930232558139536,0.16393442622950818,0.020251620282119714
0.608,33,10,10,51,0.23255813953488372,0.16393442622950818,0.02071673656118948
0.609,33,10,10,51,0.23255813953488372,0.16393442622950818,0.02071673656118948
0.61,33,10,10,51,0.23255813953488372,0.16393442622950818,0.02071673656118948
0.611,32,9,11,52,0.2558139534883721,0.14754098360655737,0.019575295463210067
0.612,32,9,11,52,0.2558139534883721,0.14754098360655737,0.019575295463210067
0.613,32,9,11,52,0.2558139534883721,0.14754098360655737,0.019575295463210067
0.614,32,9,11,52,0.2558139534883721,0.14754098360655737,0.019575295463210067
0.615,32,9,11,52,0.2558139534883721,0.14754098360655737,0.019575295463210067
0.616,31,9,12,52,0.27906976744186046,0.14754098360655737,0.020040411742279832
0.617,31,9,12,52,0.27906976744186046,0.14754098360655737,0.020040411742279832
0.618,31,9,12,52,0.27906976744186046,0.14754098360655737,0.020040411742279832
0.619,31,9,12,52,0.27906976744186046,0.14754098360655737,0.020040411742279832
0.62,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.621,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.622,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.623,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.624,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.625,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.626,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.627,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.628,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.629,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.63,31,8,12,53,0.27906976744186046,0.13114754098360656,0.018433854365230654
0.631,31,7,12,54,0.27906976744186046,0.11475409836065574,0.016827296988181473
0.632,31,7,12,54,0.27906976744186046,0.11475409836065574,0.016827296988181473
0.633,31,7,12,54,0.27906976744186046,0.11475409836065574,0.016827296988181473
0.634,31,7,12,54,0.27906976744186046,0.11475409836065574,0.016827296988181473
0.635,31,7,12,54,0.27906976744186046,0.11475409836065574,0.016827296988181473
0.636,31,7,12,54,0.27906976744186046,0.11475409836065574,0.016827296988181473
0.637,30,7,13,54,0.3023255813953488,0.11475409836065574,0.01729241326725124
0.638,30,7,13,54,0.3023255813953488,0.11475409836065574,0.01729241326725124
0.639,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.64,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.641,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.642,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.643,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.644,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.645,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.646,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.647,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.648,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.649,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.65,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.651,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.652,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.653,29,7,14,54,0.32558139534883723,0.11475409836065574,0.01775752954632101
0.654,29,6,14,55,0.32558139534883723,0.09836065573770492,0.016150972169271825
0.655,29,6,14,55,0.32558139534883723,0.09836065573770492,0.016150972169271825
0.656,29,6,14,55,0.32558139534883723,0.09836065573770492,0.016150972169271825
0.657,29,6,14,55,0.32558139534883723,0.09836065573770492,0.016150972169271825
0.658,29,6,14,55,0.32558139534883723,0.09836065573770492,0.016150972169271825
0.659,29,6,14,55,0.32558139534883723,0.09836065573770492,0.016150972169271825
0.66,28,6,15,55,0.3488372093023256,0.09836065573770492,0.016616088448341594
0.661,28,5,15,56,0.3488372093023256,0.08196721311475409,0.015009531071292414
0.662,28,5,15,56,0.3488372093023256,0.08196721311475409,0.015009531071292414
0.663,28,5,15,56,0.3488372093023256,0.08196721311475409,0.015009531071292414
0.664,28,5,15,56,0.3488372093023256,0.08196721311475409,0.015009531071292414
0.665,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.666,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.667,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.668,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.669,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.67,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.671,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.672,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.673,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.674,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.675,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.676,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.677,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.678,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.679,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.68,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.681,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.682,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.683,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.684,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.685,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.686,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.687,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.688,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.689,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.69,27,5,16,56,0.37209302325581395,0.08196721311475409,0.015474647350362181
0.691,27,4,16,57,0.37209302325581395,0.06557377049180328,0.013868089973313001
0.692,27,4,16,57,0.37209302325581395,0.06557377049180328,0.013868089973313001
0.693,27,4,16,57,0.37209302325581395,0.06557377049180328,0.013868089973313001
0.694,27,4,16,57,0.37209302325581395,0.06557377049180328,0.013868089973313001
0.695,27,4,16,57,0.37209302325581395,0.06557377049180328,0.013868089973313001
0.696,27,4,16,57,0.37209302325581395,0.06557377049180328,0.013868089973313001
0.697,27,4,16,57,0.37209302325581395,0.06557377049180328,0.013868089973313001
0.698,26,4,17,57,0.3953488372093023,0.06557377049180328,0.014333206252382769
0.699,26,4,17,57,0.3953488372093023,0.06557377049180328,0.014333206252382769
0.7,26,4,17,57,0.3953488372093023,0.06557377049180328,0.014333206252382769
0.701,26,3,17,58,0.3953488372093023,0.04918032786885246,0.012726648875333587
0.702,25,3,18,58,0.4186046511627907,0.04918032786885246,0.013191765154403356
0.703,24,3,19,58,0.4418604651162791,0.04918032786885246,0.013656881433473123
0.704,24,3,19,58,0.4418604651162791,0.04918032786885246,0.013656881433473123
0.705,24,3,19,58,0.4418604651162791,0.04918032786885246,0.013656881433473123
0.706,24,3,19,58,0.4418604651162791,0.04918032786885246,0.013656881433473123
0.707,24,3,19,58,0.4418604651162791,0.04918032786885246,0.013656881433473123
0.708,24,3,19,58,0.4418604651162791,0.04918032786885246,0.013656881433473123
0.709,24,3,19,58,0.4418604651162791,0.04918032786885246,0.013656881433473123
0.71,24,2,19,59,0.4418604651162791,0.03278688524590164,0.012050324056423943
0.711,24,2,19,59,0.4418604651162791,0.03278688524590164,0.012050324056423943
0.712,24,2,19,59,0.4418604651162791,0.03278688524590164,0.012050324056423943
0.713,24,2,19,59,0.4418604651162791,0.03278688524590164,0.012050324056423943
0.714,24,2,19,59,0.4418604651162791,0.03278688524590164,0.012050324056423943
0.715,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.716,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.717,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.718,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.719,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.72,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.721,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.722,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.723,23,2,20,59,0.46511627906976744,0.03278688524590164,0.01251544033549371
0.724,22,2,21,59,0.4883720930232558,0.03278688524590164,0.012980556614563477
0.725,22,2,21,59,0.4883720930232558,0.03278688524590164,0.012980556614563477
0.726,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.727,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.728,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.729,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.73,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.731,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.732,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.733,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.734,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.735,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.736,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.737,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.738,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.739,21,2,22,59,0.5116279069767442,0.03278688524590164,0.013445672893633246
0.74,20,2,23,59,0.5348837209302325,0.03278688524590164,0.013910789172703011
0.741,20,2,23,59,0.5348837209302325,0.03278688524590164,0.013910789172703011
0.742,20,2,23,59,0.5348837209302325,0.03278688524590164,0.013910789172703011
0.743,19,2,24,59,0.5581395348837209,0.03278688524590164,0.01437590545177278
0.744,18,2,25,59,0.5813953488372093,0.03278688524590164,0.014841021730842549
0.745,18,2,25,59,0.5813953488372093,0.03278688524590164,0.014841021730842549
0.746,18,2,25,59,0.5813953488372093,0.03278688524590164,0.014841021730842549
0.747,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.748,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.749,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.75,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.751,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.752,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.753,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.754,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.755,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.756,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.757,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.758,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
0.759,16,2,27,59,0.627906976744186,0.03278688524590164,0.015771254288982083
