0	0	25	off-topic
0.987102279	0	24	off-topic
0.47059564	0	8	off-topic
0.992867529	0	25	off-topic
0.156447826	2	0	off-topic
0.072531835	4	0	off-topic
0.089179978	2	0	new
0.380096142	6	8	old
0.495696346	7	10	new
0.390001522	6	2	new
0.914327386	8	17	old
0.361099855	9	4	new
0.982402558	7	22	old
0.984485041	9	22	old
0.564190077	8	9	new
0.591688485	10	6	old
0.079856697	4	1	tahlil
0.060877846	14	0	off-topic
0.995994059	17	23	off-topic
0.203705459	13	2	new
0.959127574	8	19	old
0.123912319	16	1	tahlil
0.392187359	14	5	new
0.974769446	22	23	old
0.906710355	19	21	old
0.293008209	16	0	off-topic
1	21	25	tahlil
0.560218336	14	7	old
0.363708571	27	4	new
0.480246276	27	5	old
0.399509166	11	8	new
0.890165312	29	20	old
0.369540295	30	8	old
0.603347408	29	7	new
0.083567832	14	0	off-topic
0.384713584	11	7	new
0.956654836	35	20	old
0.281231551	14	0	off-topic
0.150435201	18	1	off-topic
0.173178608	24	2	new
0.11050699	15	0	new
0.130947818	14	0	off-topic
0.796389358	41	16	off-topic
0.214436645	14	0	off-topic
0.146214235	42	2	off-topic
0.324366906	40	7	off-topic
0.910904897	45	21	off-topic
0.906288999	42	18	off-topic
0.111841547	14	0	new
0.253949862	14	2	new
0.290609928	37	0	off-topic
0.297283068	14	1	new
0.398291265	25	1	off-topic
0.204025279	45	4	new
0.285895759	45	5	new
0.400960164	53	5	new
0.37930315	22	6	off-topic
0.996987154	56	25	off-topic
1	57	25	off-topic
0.213243322	52	0	off-topic
0.212155294	14	2	new
0.347581379	37	0	off-topic
0.981318086	60	22	old
0.163333838	52	0	off-topic
0.99612836	63	24	off-topic
1	60	25	old
0.191656296	13	0	off-topic
0.274562543	33	3	new
0.389798987	29	7	old
0.853888397	68	20	old
0.990007694	68	24	old
0.166476191	24	2	old
0.948921305	68	22	old
0.29066414	55	2	old
0.188930864	52	0	off-topic
0.257328009	14	1	new
0.886377363	75	16	old
0.992997545	76	24	old
0.999248576	77	24	old
1	78	25	old
0.202517543	59	1	off-topic
0.730856571	80	15	off-topic
0.997495686	80	25	off-topic
1	82	25	off-topic
0.168644402	80	3	off-topic
0.340791105	45	5	off-topic
0.655352533	85	10	off-topic
0.186896388	84	2	off-topic
0.216602559	35	4	new
0.299432404	51	3	old
0.569051012	86	8	off-topic
0.336954623	87	7	off-topic
0.714355062	87	13	off-topic
0.253733674	24	4	new
0.184508619	25	0	tahlil
0.505899816	94	9	off-topic
0.16891567	85	2	off-topic
0.187389465	30	2	new
0.249620357	59	2	off-topic
0.094105368	73	0	off-topic
0.268509823	99	6	off-topic
0.543736699	100	5	off-topic
0.555141684	101	4	off-topic
0.252509523	52	0	off-topic
0.396992071	52	1	off-topic
0.073735349	37	0	off-topic
0.302909742	93	8	new
0.769566418	106	19	old
0.187496429	44	3	off-topic
0.417292022	104	2	off-topic
0.153605004	78	0	off-topic
0.175004638	93	3	new
0.448732383	108	4	tahlil
0.378976146	90	4	off-topic
0.306941993	66	2	off-topic
0.128767861	107	0	off-topic
0.199050353	13	0	new
0.073305552	52	0	new
1	117	25	old
0.122691167	30	1	off-topic
0.966471933	119	22	off-topic
0.938362304	119	18	off-topic
0.091443586	108	1	off-topic
0.32303973	37	0	off-topic
0.26152167	80	2	off-topic
0.22869249	109	1	off-topic
0.371950224	91	6	off-topic
0.997048016	124	25	off-topic
0.134198108	45	1	off-topic
1	128	25	off-topic
0.222912658	128	3	off-topic
0.641425425	89	11	new
0.969526343	131	24	old
0.985598283	131	23	old
0.982147448	133	22	old
0.194865746	131	3	old
0.990970209	135	22	old
0.998944258	136	25	old
0.996715096	135	25	old
0.265602437	138	2	tahlil
0.340808588	76	3	new
0.92525329	140	24	old
0.267110976	114	3	off-topic
0.1881393	73	2	off-topic
0.992295391	143	19	off-topic
0.1481634	108	0	off-topic
0.26064547	111	3	new
0.196655491	67	0	off-topic
0.917142218	146	22	old
0.951015918	148	21	old
0.330900182	101	0	off-topic
0.200797638	98	3	new
0.995081661	151	25	old
0.422973713	152	6	off-topic
0.335285797	148	6	new
